所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/人事管理/员工管理(#208),【新增】功能输入非法数据-工号为空,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【新增】
2. ""姓名""输入框输入""陈华""
3. ""工号""输入框输入""""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""西安""
8.""部门""下拉框选择""管理部""
9.""性别""下拉框选择""男""
10. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.页面显示""新增失败""
10.数据库员工表中，不出现该条数据",,2,功能测试,系统测试阶段
/人事管理/员工管理(#208),【新增】功能输入非法数据-工号重复,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【新增】
2. ""姓名""输入框输入""陈华""
3. ""工号""输入框输入""WNXZ333""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""西安""
8.""部门""下拉框选择""管理部""
9.""性别""下拉框选择""男""
10. 单击【保存】
11. 单击【新增】
12. ""姓名""输入框输入""陈华""
13. ""工号""输入框输入""WNXZ333""
14. ""职位""输入框输入""行政专员""
15. ""电话""输入框输入""15000000000""
16. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
17. ""区域""下拉框选择""西安""
18.""部门""下拉框选择""管理部""
19.""性别""下拉框选择""男""
20. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.
10.
11.
12. 
13. 
14. 
15.  
16. 
17. 
18. 
19.页面显示""新增失败，数据输入有误""
20.数据库员工表中，不出现该条数据",,3,功能测试,系统测试阶段
/人事管理/员工管理(#208),【新增】功能输入非法数据-区域为空,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【新增】
2. ""姓名""输入框输入""李想""
3. ""工号""输入框输入""WNXA444""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""""
8.""部门""下拉框选择""管理部""
9.""性别""下拉框选择""男""
10. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.页面显示""新增失败""
10.数据库员工表中，不出现该条数据",,3,功能测试,系统测试阶段
/人事管理/员工管理(#208),【新增】功能输入非法数据-部门为空,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【新增】
2. ""姓名""输入框输入""李想""
3. ""工号""输入框输入""WNXA444""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""西安""
8.""部门""下拉框选择""""
9.""性别""下拉框选择""男""
10. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.页面显示""新增失败""
10.数据库员工表中，不出现该条数据",,3,功能测试,系统测试阶段
/人事管理/员工管理(#208),【修改】功能页面元素,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】",1. 单击【修改】,1. 与SRS原型图一致，包含姓名、工号、职位、电话、邮箱、QQ、五个输入域和区域、部门、性别、状态四个下拉选择框,,1,功能测试,系统测试阶段
/人事管理/员工管理(#208),【修改】功能输入正确数据,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 任意单击【修改】
2. ""姓名""输入框输入""陈华""
3. ""工号""输入框输入""WNXZ333""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""西安""
8.""部门""下拉框选择""管理""
9.""性别""下拉框选择""男""
10.""状态""下拉框选择""在职""
11. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.
10.页面显示""修改成功""
11. 数据库员工表中，出现该条数据",,1,功能测试,系统测试阶段
/人事管理/员工管理(#208),【修改】功能输入非法数据-工号为空,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【修改】
2. ""姓名""输入框输入""陈华""
3. ""工号""输入框输入""""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""西安""
8.""部门""下拉框选择""管理部""
9.""性别""下拉框选择""男""
10. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.页面显示""修改失败""
10.数据库员工表中，不出现该条数据",,3,功能测试,系统测试阶段
/人事管理/员工管理(#208),【修改】功能输入非法数据-区域为空,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【修改】
2. ""姓名""输入框输入""李想""
3. ""工号""输入框输入""WNXA444""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""""
8.""部门""下拉框选择""管理部""
9.""性别""下拉框选择""男""
10. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.页面显示""修改失败""
10.数据库员工表中，不出现该条数据",,3,功能测试,系统测试阶段
/人事管理/员工管理(#208),【修改】功能输入非法数据-部门为空,"1.输入""账号""：WNCD000 ""密码""：woniu123 单击【登录】
2.单击【解密】，输入""二次密码""：woniu123
3.在快捷导航栏中单击【人事管理】
4.在页面【人事管理】中单击【员工管理】","1. 单击【修改】
2. ""姓名""输入框输入""李想""
3. ""工号""输入框输入""WNXA444""
4. ""职位""输入框输入""行政专员""
5. ""电话""输入框输入""15000000000""
6. ""邮箱""输入框输入""zhaoqiansun@woniuxy.com""
7. ""区域""下拉框选择""西安""
8.""部门""下拉框选择""""
9.""性别""下拉框选择""男""
10. 单击【保存】","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.页面显示""修改失败""
10.数据库员工表中，不出现该条数据",,3,功能测试,系统测试阶段
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
